Country of Registration,Event,Event Start Date,Event End Date,Name of vessel,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,LOA,Tonnage GT,Power of main engine,MMSIstr
BEL,MOD,2021-01-11,2100-12-31,RUDY,FX,TBB,OTB,20.01,57.0,221.0,205281000
BEL,MOD,2020-09-10,2021-01-10,INGRID,FX,TBB,OTB,23.82,104.0,221.0,205148000
BEL,MOD,2021-01-11,2100-12-31,INGRID,FX,TBB,OTB,23.82,104.0,221.0,205148000
NLD,MOD,2017-08-14,2100-12-31,ZWERVER,TU,TBB,MIS,23.78,97.0,221.0,244175000
BGR,CHA,2025-01-29,2025-02-03,ЕЛЕКТА 1,FX,TBB,GNS,16.0,39.04,316.26,207838880
BGR,MOD,2025-02-04,2100-12-31,ЕЛЕКТА 1,FX,TBB,GNS,16.0,39.04,316.26,207838880
ROU,MOD,2021-06-18,2021-06-23,RK 21,FX,TBB,OTM,23.19,119.0,220.65,264900344
ROU,MOD,2021-06-24,2025-06-16,RK 21,FX,TBB,OTM,23.19,119.0,220.65,264900344
CYP,MOD,2010-01-26,2010-03-09,MARIA MBOUMBOULINA,FX,OTB,NK,24.4,115.0,436.41,209000212
CYP,MOD,2010-03-10,2010-05-20,MARIA MBOUMBOULINA,FX,OTB,NK,24.4,115.0,436.41,209000212
CYP,MOD,2010-05-21,2011-01-04,MARIA MBOUMBOULINA,FX,OTB,NK,24.4,115.0,436.41,209000212
CYP,MOD,2011-01-05,2012-01-19,MARIA MBOUMBOULINA,FX,OTB,NK,24.4,115.0,436.41,209000212
CYP,MOD,2012-01-20,2013-03-11,MARIA MBOUMBOULINA,FX,OTB,NK,24.4,115.0,436.41,209000212
CYP,MOD,2013-03-12,2017-10-04,MARIA MBOUMBOULINA,FX,OTB,NK,24.4,115.0,436.41,209000212
CYP,MOD,2017-10-05,2021-09-05,MARIA MBOUMBOULINA,FX,OTB,FPO,24.4,115.0,436.41,209000212
CYP,MOD,2021-09-06,2100-12-31,MARIA MBOUMBOULINA,FX,OTB,FPO,24.4,115.0,436.41,209000212
CYP,MOD,2015-05-21,2016-03-21,GIA SOU KAIKI MOU AI NIKOLA,FX,OTB,NK,25.47,127.0,300.0,210732000
CYP,MOD,2016-03-22,2017-10-04,GIA SOU KAIKI MOU AI NIKOLA,FX,OTB,LLD,25.47,127.0,300.0,210732000
CYP,MOD,2017-10-05,2020-05-17,GIA SOU KAIKI MOU AI NIKOLA,FX,OTB,LLD,25.47,127.0,300.0,210732000
CYP,MOD,2020-05-18,2020-06-14,GIA SOU KAIKI MOU AI NIKOLA,FX,OTB,LLD,25.47,127.0,300.0,210732000
CYP,MOD,2020-06-15,2021-09-05,GIA SOU KAIKI MOU AI NIKOLA,FX,OTB,LLD,25.47,127.0,300.0,210732000
CYP,MOD,2021-09-06,2100-12-31,GIA SOU KAIKI MOU AI NIKOLA,FX,OTB,LLD,25.47,127.0,300.0,210732000
CYP,MOD,2013-04-22,2014-12-07,SANTA MARIA,FX,OTB,LLD,25.4,82.0,373.0,209232000
CYP,MOD,2014-12-08,2021-09-05,SANTA MARIA,FX,OTB,LLD,25.4,82.0,373.0,209232000
CYP,MOD,2021-09-06,2100-12-31,SANTA MARIA,FX,OTB,LLD,25.4,82.0,373.0,209232000
CYP,MOD,2004-05-10,2004-11-07,RANIA,FX,OTB,NK,23.95,121.5,265.0,210380000
CYP,MOD,2004-11-08,2006-06-29,RANIA,FX,OTB,NK,23.95,121.5,265.0,210380000
CYP,MOD,2006-06-30,2006-12-31,RANIA,FX,OTB,NK,23.95,121.5,265.0,210380000
CYP,MOD,2007-01-01,2007-12-31,RANIA,FX,OTB,NK,23.95,121.5,265.0,210380000
CYP,MOD,2008-01-01,2009-02-03,RANIA,FX,OTB,NK,23.95,121.5,265.0,210380000
CYP,MOD,2009-02-04,2009-09-13,RANIA,FX,OTB,NK,23.95,121.5,265.0,210380000
CYP,MOD,2009-09-14,2010-02-28,RANIA,FX,OTB,NK,27.2,105.0,265.0,210380000
CYP,MOD,2010-03-01,2011-01-04,RANIA,FX,OTB,NK,27.2,105.0,265.0,210380000
CYP,MOD,2011-01-05,2011-11-07,RANIA,FX,OTB,NK,27.2,105.0,265.0,210380000
CYP,MOD,2012-01-26,2016-01-07,RANIA,FX,OTB,NK,27.2,105.0,265.0,210380000
CYP,MOD,2016-01-08,2017-10-04,RANIA,FX,OTB,LLD,27.2,105.0,265.0,210380000
CYP,MOD,2017-10-05,2021-09-05,RANIA,FX,OTB,LLD,27.2,105.0,265.0,210380000
CYP,MOD,2021-09-06,2100-12-31,RANIA,FX,OTB,LLD,27.2,105.0,265.0,210380000
CYP,MOD,2016-01-01,2017-10-04,SANTA ELENA,FX,OTB,FPO,27.8,128.0,493.11,209499000
CYP,MOD,2017-10-05,2021-01-04,SANTA ELENA,FX,OTB,FPO,27.8,128.0,493.11,209499000
CYP,MOD,2021-01-05,2021-09-05,SANTA ELENA,FX,OTB,FPO,27.8,128.0,493.11,209499000
CYP,MOD,2021-09-06,2024-05-08,SANTA ELENA,FX,OTB,FPO,27.8,128.0,493.11,209499000
CYP,RET,2024-05-09,2024-05-09,SANTA ELENA,FX,OTB,FPO,27.8,128.0,493.11,209499000
CYP,CHA,2017-02-22,2017-10-04,MY HENDRIKA,FX,OTB,NK,22.25,92.0,257.42,210193000
CYP,CHA,2015-11-05,2016-12-20,MY HENDRIKA II,FX,OTB,NK,19.5,103.0,260.0,212899000
CYP,MOD,2016-12-21,2017-10-04,MY HENDRIKA II,FX,OTB,NK,19.5,103.0,260.0,212899000
CYP,MOD,2017-10-05,2021-09-05,MY HENDRIKA II,FX,OTB,LLD,19.5,103.0,260.0,212899000
CYP,MOD,2021-09-06,2023-06-22,MY HENDRIKA II,FX,OTB,LLD,19.5,103.0,260.0,212899000
CYP,MOD,2023-06-23,2100-12-31,MY HENDRIKA II,FX,OTB,LLD,19.5,103.0,324.0,212899000
CYP,MOD,2018-11-27,2018-12-16,TAXIARCHIS,FX,OTB,NK,19.2,85.0,421.0,209419000
CYP,MOD,2018-12-17,2021-09-05,TAXIARCHIS,FX,OTB,NK,19.2,85.0,421.0,209419000
CYP,MOD,2021-09-06,2100-12-31,TAXIARCHIS,FX,OTB,NK,19.2,85.0,421.0,209419000
DEU,CHA,2016-04-25,2024-10-06,RHEIDERLAND,TTW,OTB,TBB,26.29,125.0,340.0,211234500
DEU,MOD,2024-10-07,2100-12-31,RHEIDERLAND,TTW,OTB,TBB,26.29,125.0,340.0,211234500
DEU,MOD,2011-01-01,2023-11-20,J.VON COELLN,TTW,OTB,OTM,40.26,459.0,675.0,211298640
DEU,DES,2023-11-21,2023-11-21,J.VON COELLN,TTW,OTB,OTM,40.26,459.0,675.0,211298640
NLD,MOD,2017-03-10,2022-02-21,VANTAGE,MO,TBB,OTB,31.65,174.0,736.0,246833000
NLD,MOD,2022-02-22,2023-05-29,VANTAGE,MO,TBB,MIS,31.65,174.0,736.0,246833000
NLD,RET,2023-05-30,2023-05-30,VANTAGE,MO,TBB,MIS,31.65,174.0,736.0,246833000
NLD,DES,2023-05-31,2023-05-31,VANTAGE,MO,TBB,MIS,31.65,174.0,736.0,246833000
DEU,MOD,2021-01-01,2100-12-31,AQUA FAUNA,TTW,OTB,TBB,31.37,189.0,746.0,211332630
LTU,MOD,2015-12-09,2016-07-20,NIDA,FX,OTB,NK,62.22,1943.0,1764.0,277336000
LTU,MOD,2016-07-21,2016-12-26,NIDA,FX,OTB,NK,62.22,1943.0,1764.0,277336000
DEU,MOD,2011-01-01,2023-11-20,SEEWOLF,TTW,OTB,OTM,30.34,261.0,600.0,211267780
DEU,DES,2023-11-21,2023-11-21,SEEWOLF,TTW,OTB,OTM,30.34,261.0,600.0,211267780
LVA,MOD,2020-07-02,2022-08-14,HARENGUS,FX,OTB,OTM,30.71,296.0,700.0,275312000
LVA,MOD,2022-08-15,2022-08-15,HARENGUS,FX,OTB,OTM,30.71,296.0,700.0,275312000
LVA,MOD,2022-08-16,2100-12-31,HARENGUS,FX,OTB,OTM,30.71,296.0,700.0,275312000
DEU,MOD,2022-07-26,2100-12-31,FRIESLAND,TU,TBB,OTB,11.66,18.0,169.0,211519070
DEU,MOD,2023-05-02,2100-12-31,LASSAN,TU,OTB,GNS,17.69,45.0,175.0,211758000
DEU,MOD,2024-11-28,2100-12-31,Neptun,TU,TBB,OTB,20.79,81.0,221.0,211325200
DEU,MOD,2018-11-19,2023-06-29,ROTESAND,TTW,TBB,OTB,23.99,111.0,221.0,211342220
DEU,RET,2023-06-30,2023-06-30,ROTESAND,TTW,TBB,OTB,23.99,111.0,221.0,211342220
DEU,CHA,2024-09-26,2100-12-31,ROTESAND,TTW,TBB,OTB,23.99,111.0,221.0,211342220
DEU,MOD,2017-06-12,2023-07-30,OSTETAL,TU,TBB,NO,21.44,65.0,221.0,211551000
DEU,MOD,2023-07-31,2100-12-31,OSTETAL,TU,TBB,NO,21.44,65.0,221.0,211551000
DEU,MOD,2017-04-07,2021-08-02,PIETER,TU,TBB,PTB,24.65,98.0,221.0,211320460
DEU,EXP,2021-08-03,2021-08-03,PIETER,TU,TBB,PTB,24.65,98.0,221.0,211320460
NLD,IMP,2021-08-27,2024-07-25,PIETER,TU,TBB,FPO,24.65,98.0,221.0,244020098
NLD,MOD,2024-07-26,2100-12-31,PIETER,TU,TBB,FPO,24.65,98.0,221.0,244020098
DEU,CST,2015-03-24,2100-12-31,MARK,TTP,OTB,OTT,90.66,4248.0,4000.0,218799000
DEU,MOD,2011-01-01,2022-03-16,WESTBANK,TTW,OTB,PTB,21.65,107.0,221.0,211390480
DEU,DES,2022-03-17,2022-03-17,WESTBANK,TTW,OTB,PTB,21.65,107.0,221.0,211390480
DEU,MOD,2020-10-23,2024-12-26,HOFFNUNG,TU,TBB,OTB,15.73,26.0,190.0,211458000
DEU,RET,2024-12-27,2024-12-27,HOFFNUNG,TU,TBB,OTB,15.73,26.0,190.0,211458000
DEU,MOD,2016-12-30,2022-05-01,HARMONIE,TU,TBB,OTB,15.64,25.0,221.0,211648620
DEU,MOD,2022-05-02,2100-12-31,HARMONIE,TU,TBB,OTB,15.64,25.0,221.0,211648620
DEU,MOD,2019-05-14,2100-12-31,VENUS,TU,TBB,OTB,16.2,33.0,217.0,211667030
DEU,MOD,2024-07-16,2100-12-31,BUTJADINGEN,TU,TBB,OTB,18.24,61.0,221.0,211565000
DEU,MOD,2021-01-12,2025-03-03,JONAS,TU,TBB,OTB,17.15,49.0,221.0,659540000
DEU,MOD,2020-06-03,2023-11-12,SEEHUND,TU,TBB,OTB,15.62,27.0,184.0,211469000
DEU,RET,2023-11-13,2023-11-13,SEEHUND,TU,TBB,OTB,15.62,27.0,184.0,211469000
DEU,MOD,2018-11-19,2100-12-31,APOLLO,TU,TBB,OTB,16.31,25.0,221.0,211618000
DEU,MOD,2022-01-03,2022-02-03,FORTUNA,TU,TBB,OTB,18.7,50.0,220.0,211561000
DEU,MOD,2022-02-04,2024-02-26,FORTUNA,TU,TBB,OTB,18.7,50.0,220.0,211561000
DEU,RET,2024-02-27,2024-02-27,FORTUNA,TU,TBB,OTB,18.7,50.0,220.0,211561000
DEU,MOD,2018-01-19,2022-01-03,SEEROSE,TU,TBB,OTB,15.59,25.0,184.0,211376000
DEU,MOD,2022-01-04,2022-03-31,SEEROSE,TU,TBB,OTB,15.59,25.0,184.0,211376000
DEU,RET,2022-04-01,2022-04-01,SEEROSE,TU,TBB,OTB,15.59,25.0,184.0,211376000
DEU,MOD,2019-10-01,2100-12-31,URANUS,TU,TBB,OTB,14.97,23.0,221.0,211152000
DEU,MOD,2022-08-08,2100-12-31,ZENIT,TU,TBB,OTB,14.96,23.0,190.0,211181000
DEU,MOD,2019-10-01,2024-10-07,ORION,TU,TBB,OTB,20.65,53.0,221.0,211292280
DEU,MOD,2019-08-20,2022-09-08,OZEAN,TU,TBB,OTB,18.95,71.0,220.0,211307520
DEU,RET,2022-09-09,2022-09-09,OZEAN,TU,TBB,OTB,18.95,71.0,220.0,211307520
DEU,CHA,2023-12-11,2024-02-07,OZEAN,TU,TBB,OTB,18.95,71.0,220.0,211307520
DEU,MOD,2024-02-08,2100-12-31,OZEAN,TU,TBB,OTB,18.95,71.0,220.0,211307520
DEU,MOD,2020-04-14,2100-12-31,POSEIDON,TU,TBB,OTB,19.44,46.0,221.0,211550000
DEU,MOD,2022-09-02,2100-12-31,Stoertebeker,TU,TBB,OTB,15.56,22.0,175.0,211178000
DEU,MOD,2019-04-07,2022-04-19,ODIN,TU,TBB,OTB,18.69,44.0,221.0,211545000
DEU,MOD,2021-02-17,2100-12-31,MOEWE,TU,TBB,OTB,17.07,45.0,190.0,211671000
DEU,MOD,2022-10-28,2100-12-31,ARGUS,TU,TBB,OTB,17.12,43.0,221.0,211667470
DEU,MOD,2019-03-18,2100-12-31,KORSAR,TU,TBB,OTB,20.84,49.0,184.0,211528000
DEU,MOD,2020-03-01,2023-08-09,WANGERLAND,TU,TBB,OTB,16.29,36.0,180.0,211495000
DEU,MOD,2023-08-10,2100-12-31,WANGERLAND,TU,TBB,OTB,16.29,36.0,180.0,211495000
DEU,MOD,2019-03-14,2021-11-16,ODYSSEUS,TU,TBB,OTB,17.21,33.0,206.0,211530000
DEU,DES,2021-11-17,2021-11-17,ODYSSEUS,TU,TBB,OTB,17.21,33.0,206.0,211530000
DEU,MOD,2022-03-04,2100-12-31,CRAMPAS,TTW,OTB,OTM,17.35,75.0,219.0,211474000
DEU,CHA,2025-08-04,2100-12-31,STURMVOGEL,TU,TBB,OTB,16.03,31.0,220.0,211459000
DEU,MOD,2019-02-07,2024-05-30,HEIMAT,TU,TBB,OTB,20.0,52.0,216.0,211319400
DEU,MOD,2024-05-31,2100-12-31,HEIMAT,TU,TBB,OTB,20.0,52.0,216.0,211319400
DEU,MOD,2018-11-19,2025-01-14,POLARIS,TU,TBB,OTB,16.15,32.0,179.0,211623000
DEU,RET,2025-01-15,2025-01-15,POLARIS,TU,TBB,OTB,16.15,32.0,179.0,211623000
DEU,CHA,2025-03-17,2100-12-31,POLARIS,TU,TBB,OTB,16.15,32.0,179.0,211623000
DEU,MOD,2019-11-14,2023-04-19,MEDUSA,TU,TBB,OTB,14.98,39.0,184.0,211526880
DEU,RET,2023-04-20,2023-04-20,MEDUSA,TU,TBB,OTB,14.98,39.0,184.0,211526880
DEU,MOD,2024-05-31,2100-12-31,NORDLICHT,TU,TBB,OTB,15.38,21.0,205.0,211498000
DEU,MOD,2020-03-30,2022-02-21,ANNETTE,TU,TBB,OTB,16.44,27.0,221.0,211605000
DEU,MOD,2022-02-22,2025-07-30,Horst Looden,TU,TBB,OTB,16.44,27.0,221.0,211605000
DEU,MOD,2025-07-31,2100-12-31,Horst Looden,TU,TBB,OTB,16.44,27.0,221.0,211605000
DEU,MOD,2019-03-13,2100-12-31,ERIKA,TU,TBB,OTB,17.09,32.0,191.0,211484000
DEU,MOD,2022-01-24,2023-11-30,NORDMEER,TU,TBB,OTB,15.57,22.0,206.0,211490000
DEU,MOD,2018-01-01,2024-03-19,NORDSTRAND,TU,TBB,OTB,15.41,21.0,221.0,211643000
DEU,DES,2024-03-20,2024-03-20,NORDSTRAND,TU,TBB,OTB,15.41,21.0,221.0,211643000
DEU,MOD,2021-02-19,2022-08-18,ERNA,TU,TBB,OTB,15.62,26.0,110.0,211521000
DEU,MOD,2022-08-19,2023-11-29,ERNA,TU,TBB,OTB,15.62,26.0,110.0,211521000
DEU,RET,2023-11-30,2023-11-30,ERNA,TU,TBB,OTB,15.62,26.0,110.0,211521000
DEU,MOD,2021-02-15,2022-10-27,MADONNA,TU,TBB,OTB,23.39,81.0,220.0,211317290
DEU,MOD,2022-10-28,2100-12-31,MADONNA,TU,TBB,OTB,23.39,81.0,220.0,211317290
DEU,MOD,2020-07-31,2100-12-31,AMISIA,TU,TBB,OTB,18.9,62.0,221.0,211587000
DEU,MOD,2023-08-28,2100-12-31,JAN,TU,TBB,OTB,18.97,62.0,221.0,211590000
DEU,MOD,2023-06-22,2100-12-31,MARTHA BRUHNS,TU,TBB,OTB,18.99,62.0,216.0,211586000
DEU,MOD,2025-05-12,2100-12-31,GEEN TIED,TU,TBB,OTB,18.9,62.0,221.0,211589000
DEU,MOD,2015-12-01,2100-12-31,JADE,TU,TBB,OTB,23.8,158.0,367.0,211332750
POL,IMP,2017-10-02,2018-08-05,POLONUS,TTP,OTB,PTB,80.35,2348.0,3000.0,261536000
POL,MOD,2018-08-06,2019-03-07,POLONUS,TTP,OTB,PTB,80.35,2348.0,3000.0,261536000
POL,MOD,2019-03-08,2020-01-23,POLONUS,TTP,OTB,PTB,80.35,2348.0,3000.0,261536000
POL,MOD,2020-01-24,2021-10-12,POLONUS,TTP,OTB,PTB,80.35,2348.0,3000.0,261536000
POL,EXP,2021-10-13,2021-10-13,POLONUS,TTP,OTB,PTB,80.35,2348.0,3000.0,261536000
DEU,IMP,2021-10-14,2024-02-25,BALDVIN,TTP,OTB,OTM,80.35,2348.0,3000.0,211102000
DEU,RET,2024-02-26,2024-02-26,BALDVIN,TTP,OTB,OTM,80.35,2348.0,3000.0,211102000
PRT,IMP,2024-10-07,2024-11-18,SANTA PRINCESA,TTP,OTB,NO,80.35,2348.0,3000.0,263442601
PRT,MOD,2024-11-19,2100-12-31,SANTA PRINCESA,TTP,OTB,NO,80.35,2348.0,3000.0,263442601
DEU,MOD,2020-03-12,2021-03-17,ALBATROS,TU,TBB,OTB,22.0,56.0,221.0,211626000
DEU,MOD,2021-03-18,2100-12-31,ALBATROS,TU,TBB,OTB,21.99,59.0,221.0,211626000
DEU,MOD,2018-01-01,2023-03-07,SOLEA,TU,TBB,NO,11.85,13.0,118.0,211438440
DEU,RET,2023-03-08,2023-03-08,SOLEA,TU,TBB,NO,11.85,13.0,118.0,211438440
DEU,MOD,2018-08-15,2022-07-20,LAMBERT,TU,TBB,OTB,19.99,72.0,221.0,211518140
DEU,MOD,2022-07-21,2023-08-10,LAMBERT,TU,TBB,OTB,19.99,72.0,221.0,211518140
DEU,EXP,2023-08-11,2023-08-11,LAMBERT,TU,TBB,OTB,19.99,72.0,221.0,211518140
NLD,IMP,2023-10-09,2100-12-31,GEERTRUIDA,MO,TBB,OTB,19.99,70.0,221.0,244328000
DEU,CST,2013-02-27,2024-09-10,HELGOLAND,TTW,OTB,SDN,35.9,432.0,725.0,211593750
DEU,MOD,2024-09-11,2024-12-04,HELGOLAND,TTW,OTB,SDN,35.9,432.0,1326.0,211593750
DEU,MOD,2024-12-05,2025-05-25,HELGOLAND,TTW,OTB,SDN,35.9,432.0,725.0,211593750
DEU,MOD,2025-05-26,2100-12-31,HELGOLAND,TTW,OTB,SDN,35.9,432.0,1326.0,211593750
DEU,CST,2017-08-16,2025-01-08,CUXHAVEN,TTP,OTB,OTM,81.22,3969.0,3600.0,218830000
DEU,MOD,2025-01-09,2100-12-31,CUXHAVEN,TTP,OTB,OTM,81.22,3969.0,3600.0,218830000
DEU,CST,2017-12-01,2021-09-30,BERLIN,TTP,OTB,OTM,81.22,3969.0,3600.0,218832000
DEU,EXP,2021-10-01,2021-10-01,BERLIN,TTP,OTB,OTM,81.22,3969.0,3600.0,218832000
DEU,MOD,2020-10-15,2024-09-24,IRIS,TTW,OTB,OTM,35.3,684.0,1326.0,211789180
DEU,MOD,2024-09-25,2100-12-31,IRIS,TTW,OTB,OTM,35.3,684.0,1326.0,211789180
DEU,MOD,2020-10-15,2024-09-29,Janne-Kristin,TTW,OTB,OTM,35.3,684.0,1326.0,211789170
DEU,MOD,2024-09-30,2100-12-31,Janne-Kristin,TTW,OTB,OTM,35.3,684.0,1326.0,211789170
DEU,MOD,2020-07-21,2024-10-01,KRISTIN,TTW,OTB,OTM,53.55,973.0,2309.0,211325510
DEU,MOD,2024-10-02,2025-09-19,KRISTIN,TTW,OTB,OTM,53.55,973.0,2309.0,211325510
DEU,CHA,2025-09-20,2100-12-31,KRISTIN,TTW,OTB,OTM,53.55,973.0,2309.0,211325510
DEU,CST,2023-09-01,2024-01-03,JAN MARIA,TTP,OTB,OTT,88.1,5988.0,7320.0,218004830
DEU,MOD,2024-01-04,2024-07-17,JAN MARIA,TTP,OTB,OTT,88.1,5997.0,7320.0,218004830
DEU,MOD,2024-07-18,2100-12-31,JAN MARIA,TTP,OTB,OTT,88.1,5997.0,7320.0,218004830
DEU,MOD,2024-06-13,2100-12-31,BERLIN,TTP,OTB,OTM,84.0,4345.0,5400.0,211887330
DEU,MOD,2022-12-13,2024-11-04,CHRISTINE,TU,TBB,OTB,19.7,59.0,221.0,211342400
DEU,MOD,2023-05-25,2024-11-12,ODIN,TU,TBB,GNS,9.23,3.0,65.0,211386120
DEU,MOD,2024-11-13,2100-12-31,ODIN,TU,TBB,GNS,9.23,3.0,65.0,211386120
DEU,MOD,2022-07-28,2100-12-31,GREIF,TSW,OTB,PTB,17.88,33.0,164.0,211500000
PRT,CHA,2019-05-10,2019-06-13,PRINCESA SANTA JOANA,TTP,OTB,OTM,92.01,3104.0,3530.0,263588000
PRT,MOD,2019-06-14,2020-12-31,PRINCESA SANTA JOANA,TTP,OTB,OTM,92.01,3104.0,3530.0,263588000
PRT,MOD,2021-01-01,2021-03-04,PRINCESA SANTA JOANA,TTP,OTB,OTM,92.01,3104.0,3530.0,263588000
PRT,MOD,2021-03-05,2021-05-31,PRINCESA SANTA JOANA,TTP,OTB,OTM,92.01,3104.0,3530.0,263588000
PRT,MOD,2021-06-01,2021-07-29,PRINCESA SANTA JOANA,TTP,OTB,OTM,92.01,3104.0,3530.0,263588000
PRT,MOD,2021-07-30,2022-03-14,PRINCESA SANTA JOANA,TTP,OTB,OTM,92.01,3104.0,3530.0,263588000
PRT,MOD,2022-03-15,2022-07-04,PRINCESA SANTA JOANA,TTP,OTB,OTM,92.01,3104.0,3530.0,263588000
PRT,MOD,2022-07-05,2100-12-31,PRINCESA SANTA JOANA,TTP,OTB,OTM,92.01,3104.0,3530.0,263588000
DEU,MOD,2013-07-17,2100-12-31,GERDA MARIA,TTP,OTB,OTM,81.32,1825.0,3000.0,211214200
NLD,MOD,2016-11-04,2100-12-31,WILLEM ANNE,TU,TBB,OTB,20.25,58.0,221.0,245715000
DEU,MOD,2011-01-01,2100-12-31,ANTARES,TTW,OTB,PTB,22.85,132.0,221.0,211314800
DEU,MOD,2017-09-17,2100-12-31,MARIA CHRIS,TTW,OTB,TBB,23.93,150.0,368.0,211680250
DEU,MOD,2020-01-28,2100-12-31,VERTRAUEN,TU,TBB,OTB,23.3,83.0,221.0,211288860
DEU,MOD,2012-09-27,2100-12-31,CHRISTIN-BETTINA,TTW,OTB,PTB,25.05,155.0,221.0,211317720
DEU,MOD,2020-05-19,2100-12-31,TUEMMLER,TTW,OTB,PTB,14.8,22.0,176.0,211516210
DEU,MOD,2023-10-27,2100-12-31,ANDREA,TTW,OTB,GNS,15.45,47.0,220.0,211400000
DEU,CHA,2023-12-15,2024-12-18,MANUELA HAUSWALD,TSW,OTB,PTB,14.97,34.0,221.0,211259270
DEU,MOD,2022-01-07,2100-12-31,HANSEAT,TTW,OTB,PTB,19.2,64.0,221.0,211467840
DEU,MOD,2019-08-09,2100-12-31,DESTINY,TU,TBB,OTB,28.93,188.0,221.0,211824000
DEU,MOD,2019-11-15,2022-10-16,BLEIBTREU,TTW,OTB,TBB,23.96,167.0,220.0,211271330
DEU,DES,2022-10-17,2022-10-17,BLEIBTREU,TTW,OTB,TBB,23.96,167.0,220.0,211271330
DNK,MOD,2010-04-14,2010-06-09,MALLE,TUB,OTB,NO,37.52,340.0,500.0,220166000
DNK,MOD,2010-06-10,2010-07-14,MALLE,TOX,OTB,NO,37.52,340.0,500.0,220166000
DNK,MOD,2010-07-15,2012-11-08,MALLE,TOX,OTB,NO,39.3,514.0,500.0,220166000
DNK,MOD,2012-11-09,2016-04-27,MALLE,TU,OTB,NO,37.52,340.0,500.0,220166000
DNK,MOD,2016-04-28,2022-10-17,MALLE,TOX,OTB,NO,43.8,620.0,500.0,220166000
DNK,MOD,2022-10-18,2023-08-22,MALLE,TOX,OTB,NO,43.8,620.0,1325.0,220166000
DNK,DES,2023-08-23,2023-08-23,MALLE,TOX,OTB,NO,43.8,620.0,1325.0,220166000
DEU,MOD,2022-09-09,2100-12-31,FLÜGGE-SAND,TTW,OTB,GTR,10.65,10.0,132.0,211517110
DEU,MOD,2018-04-18,2100-12-31,GOODENWIND II,TTW,OTB,PTB,17.24,42.0,165.0,211519000
DEU,MOD,2021-04-29,2025-09-03,OLYMPIA,TU,TBB,OTB,13.25,16.0,190.0,211520700
DEU,MOD,2022-03-28,2023-03-09,FALKE,TU,TBB,OTB,14.29,21.0,130.0,211556620
DEU,MOD,2023-03-10,2025-04-22,FALKE,TU,TBB,OTB,14.29,21.0,130.0,211556620
DEU,MOD,2025-04-23,2100-12-31,FALKE,TU,TBB,OTB,14.29,21.0,130.0,211556620
DEU,MOD,2019-03-26,2024-07-31,GERMANIA,TU,TBB,OTB,17.26,48.0,221.0,211647800
DEU,MOD,2024-08-01,2100-12-31,GERMANIA,TU,TBB,OTB,17.26,48.0,221.0,211647800
DEU,MOD,2023-09-07,2100-12-31,DELPHIN,TU,TBB,OTB,18.71,59.0,216.0,211510290
NLD,MOD,2015-12-21,2100-12-31,MERON IV,FX,TBB,MIS,14.35,24.0,221.0,244790085
DEU,MOD,2018-01-19,2100-12-31,WIKING,TU,TBB,OTB,15.71,26.0,172.0,218556000
DEU,MOD,2020-05-28,2022-03-03,ANTARES,TU,TBB,OTB,16.17,35.0,221.0,211158000
DEU,MOD,2022-03-04,2100-12-31,ANTARES,TU,TBB,OTB,16.17,35.0,221.0,211158000
DEU,MOD,2021-02-04,2022-02-17,FREYJA,TU,TBB,OTB,17.62,35.0,221.0,211679730
DEU,DES,2022-02-18,2022-02-18,FREYJA,TU,TBB,OTB,17.62,35.0,221.0,211679730
DEU,MOD,2015-03-04,2100-12-31,KORMORAN,TU,TBB,NO,16.42,32.0,221.0,211426000
DEU,MOD,2023-04-05,2100-12-31,VENUS,TU,TBB,OTB,15.09,28.0,221.0,211370000
DEU,MOD,2022-01-03,2100-12-31,PALOMA G,TU,TBB,OTB,16.72,43.0,220.0,211396000
DEU,MOD,2022-04-08,2100-12-31,TUEMMLER,TU,TBB,OTB,18.01,43.0,221.0,211182000
DEU,MOD,2019-03-01,2021-02-17,MARLIES,TU,TBB,OTB,17.24,41.0,221.0,211351000
DEU,MOD,2021-02-18,2023-03-31,MARLIES,TU,TBB,OTB,17.24,41.0,221.0,211351000
DEU,RET,2023-04-01,2023-04-01,MARLIES,TU,TBB,OTB,17.24,41.0,221.0,211351000
DEU,MOD,2019-01-18,2100-12-31,KEEN TIED,TU,TBB,OTB,15.65,28.0,184.0,211419000
DEU,MOD,2013-04-01,2100-12-31,MARSCHENLAND,TU,TBB,OTB,18.84,53.0,220.0,211563000
DEU,RET,2023-06-30,2023-06-30,AURORA,TU,TBB,OTB,19.71,65.0,221.0,211552000
DEU,CHA,2024-06-06,2100-12-31,Stolper Bank,TU,TBB,OTB,19.71,65.0,221.0,211552000
DEU,MOD,2019-12-12,2100-12-31,CAP SKAGEN,TU,TBB,OTB,17.88,43.0,220.0,211807040
DEU,MOD,2022-04-12,2100-12-31,Glückauf,TU,TBB,OTB,19.93,67.0,221.0,211325290
DEU,MOD,2018-10-01,2100-12-31,SEEFUCHS,TU,TBB,OTB,22.48,90.0,221.0,211339220
DEU,MOD,2018-04-06,2100-12-31,JULINA-LUISE,TU,TBB,OTB,17.15,38.0,220.0,211403000
DEU,MOD,2021-01-18,2022-10-06,MARET,TU,TBB,OTB,18.22,44.0,221.0,211294100
